Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,trials_4afct.thisRepN,trials_4afct.thisTrialN,trials_4afct.thisN,trials_4afct.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,fx_cross.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,clock0.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,clock0.stopped,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
LEMEZ UTCA,stimuli/objects/067a.jpg,object,left,Hippopolis,1,stimuli/objects/002a.jpg,stimuli/objects/002a.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/089a.jpg,stimuli/objects/002b.jpg,target,dist2,dist1,lure,0,131,131,0,,,,,566.2574573121965,567.288422351703,567.288422351703,567.288422351703,567.288422351703,567.288422351703,567.288422351703,567.288422351703,567.288422351703,567.288422351703,567.288422351703,570.7450074143708,d,3.7156293727457523,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
PAPRIKA UTCA,stimuli/scenes/077a.jpg,scene,right,Hippopolis,0,stimuli/scenes/077a.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/077a.jpg,dist1,lure,dist2,target,0,132,132,39,,,,,571.0402694195509,572.0783792100847,572.0783792100847,572.0783792100847,572.0783792100847,572.0783792100847,572.0783792100847,572.0783792100847,572.0783792100847,572.0783792100847,572.0783792100847,575.52688992396,d,3.677363146096468,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
LEVÉL UTCA,stimuli/scenes/073a.jpg,scene,right,Camponello,1,stimuli/scenes/113a.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/023b.jpg,target,dist1,lure,dist2,0,133,133,125,,,,,575.8016105778515,576.8320537507534,576.8320537507534,576.8320537507534,576.8320537507534,576.8320537507534,576.8320537507534,576.8320537507534,576.8320537507534,576.8320537507534,576.8320537507534,,d,3.1795482765883207,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
ÁLOM UTCA,stimuli/scenes/029a.jpg,scene,right,Hippopolis,1,stimuli/scenes/118a.jpg,stimuli/scenes/118b.jpg,stimuli/objects/002a.jpg,stimuli/objects/002b.jpg,stimuli/scenes/118a.jpg,lure,dist1,dist2,target,0,134,134,3,,,,,580.0341914203018,581.0817038677633,581.0817038677633,581.0817038677633,581.0817038677633,581.0817038677633,581.0817038677633,581.0817038677633,581.0817038677633,581.0817038677633,581.0817038677633,,k,3.377768822014332,target,space,,584.4908019863069,584.4908019863069,2.00041170604527,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
MÁRVÁNY UTCA,stimuli/scenes/037a.jpg,scene,right,Camponello,0,stimuli/scenes/037a.jpg,stimuli/objects/051b.jpg,stimuli/scenes/037a.jpg,stimuli/scenes/037b.jpg,stimuli/objects/051a.jpg,dist2,target,lure,dist1,0,135,135,84,,,,,586.5163539610803,587.5599449276924,587.5599449276924,587.5599449276924,587.5599449276924,587.5599449276924,587.5599449276924,587.5599449276924,587.5599449276924,587.5599449276924,587.5599449276924,591.0093193072826,k,4.067722195759416,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
PADLÓ UTCA,stimuli/objects/089a.jpg,object,left,Hippopolis,0,stimuli/objects/089a.jpg,stimuli/scenes/091b.jpg,stimuli/objects/089b.jpg,stimuli/scenes/091a.jpg,stimuli/objects/089a.jpg,dist2,lure,dist1,target,0,136,136,66,,,,,591.6510912589729,592.6844025328755,592.6844025328755,592.6844025328755,592.6844025328755,592.6844025328755,592.6844025328755,592.6844025328755,592.6844025328755,592.6844025328755,592.6844025328755,,j,3.246897643432021,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
AJÁNDÉK UTCA,stimuli/scenes/002a.jpg,scene,right,Hippopolis,2,stimuli/objects/036a.jpg,stimuli/objects/035b.jpg,stimuli/objects/036b.jpg,stimuli/objects/035a.jpg,stimuli/objects/036a.jpg,dist2,lure,dist1,target,0,137,137,65,,,,,595.9632884953171,597.0168148726225,597.0168148726225,597.0168148726225,597.0168148726225,597.0168148726225,597.0168148726225,597.0168148726225,597.0168148726225,597.0168148726225,597.0168148726225,,d,2.49921090900898,dist2,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
ECSET UTCA,stimuli/scenes/120a.jpg,scene,right,Camponello,0,stimuli/scenes/120a.jpg,stimuli/scenes/120a.jpg,stimuli/scenes/120b.jpg,stimuli/objects/082b.jpg,stimuli/objects/082a.jpg,target,lure,dist2,dist1,0,138,138,121,,,,,599.5425388328731,600.6067193560302,600.6067193560302,600.6067193560302,600.6067193560302,600.6067193560302,600.6067193560302,600.6067193560302,600.6067193560302,600.6067193560302,600.6067193560302,604.0409900210798,None,,invalid,None,,,,,605.5409517679363,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KUTYA UTCA,stimuli/objects/084a.jpg,object,left,Hippopolis,0,stimuli/objects/084a.jpg,stimuli/objects/084b.jpg,stimuli/objects/033b.jpg,stimuli/objects/084a.jpg,stimuli/objects/033a.jpg,lure,dist2,target,dist1,0,139,139,1,,,,,605.557106371969,606.5928752180189,606.5928752180189,606.5928752180189,606.5928752180189,606.5928752180189,606.5928752180189,606.5928752180189,606.5928752180189,606.5928752180189,606.5928752180189,,j,2.1551622673869133,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
PIZSAMA UTCA,stimuli/scenes/041a.jpg,scene,right,Camponello,0,stimuli/scenes/041a.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/041b.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/082a.jpg,dist2,lure,target,dist1,0,140,140,119,,,,,608.7741558663547,609.8144741132855,609.8144741132855,609.8144741132855,609.8144741132855,609.8144741132855,609.8144741132855,609.8144741132855,609.8144741132855,609.8144741132855,609.8144741132855,,j,2.8848028536885977,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
FÉNYKÉP UTCA,stimuli/scenes/049a.jpg,scene,right,Camponello,0,stimuli/scenes/049a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/105b.jpg,dist1,lure,target,dist2,0,141,141,126,,,,,612.7329727113247,613.75007837452,613.75007837452,613.75007837452,613.75007837452,613.75007837452,613.75007837452,613.75007837452,613.75007837452,613.75007837452,613.75007837452,,j,2.357043668627739,target,None,613.75007837452,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
FOLYÓ UTCA,stimuli/objects/112a.jpg,object,left,Hippopolis,0,stimuli/objects/112a.jpg,stimuli/scenes/057a.jpg,stimuli/objects/112b.jpg,stimuli/objects/112a.jpg,stimuli/scenes/057b.jpg,dist1,lure,target,dist2,0,142,142,77,,,,,616.1235656384379,617.1524049509317,617.1524049509317,617.1524049509317,617.1524049509317,617.1524049509317,617.1524049509317,617.1524049509317,617.1524049509317,617.1524049509317,617.1524049509317,620.6239708811045,None,,invalid,None,,,,,622.1238949950784,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
VÁSÁR UTCA,stimuli/objects/083a.jpg,object,left,Camponello,2,stimuli/scenes/040a.jpg,stimuli/scenes/040b.jpg,stimuli/objects/018b.jpg,stimuli/scenes/040a.jpg,stimuli/objects/018a.jpg,lure,dist2,target,dist1,0,143,143,158,,,,,622.140328573063,623.1832359470427,623.1832359470427,623.1832359470427,623.1832359470427,623.1832359470427,623.1832359470427,623.1832359470427,623.1832359470427,623.1832359470427,623.1832359470427,,f,2.8595917429775,dist2,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KRÉTA UTCA,stimuli/scenes/064a.jpg,scene,right,Camponello,0,stimuli/scenes/064a.jpg,stimuli/objects/001b.jpg,stimuli/objects/001a.jpg,stimuli/scenes/064b.jpg,stimuli/scenes/064a.jpg,dist2,dist1,lure,target,0,144,144,132,,,,,626.0733318869025,627.1102110240608,627.1102110240608,627.1102110240608,627.1102110240608,627.1102110240608,627.1102110240608,627.1102110240608,627.1102110240608,627.1102110240608,627.1102110240608,,j,2.3564456030726433,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
VITORLA UTCA,stimuli/scenes/039a.jpg,scene,right,Hippopolis,1,stimuli/scenes/054a.jpg,stimuli/scenes/054b.jpg,stimuli/scenes/054a.jpg,stimuli/objects/013a.jpg,stimuli/objects/013b.jpg,lure,target,dist1,dist2,0,145,145,57,,,,,629.496828045696,630.5311127696186,630.5311127696186,630.5311127696186,630.5311127696186,630.5311127696186,630.5311127696186,630.5311127696186,630.5311127696186,630.5311127696186,630.5311127696186,,d,2.6638492979109287,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KERÉK UTCA,stimuli/objects/090a.jpg,object,left,Camponello,0,stimuli/objects/090a.jpg,stimuli/objects/090b.jpg,stimuli/objects/074b.jpg,stimuli/objects/090a.jpg,stimuli/objects/074a.jpg,lure,dist2,target,dist1,0,146,146,146,,,,,633.2274641655385,634.2928675673902,634.2928675673902,634.2928675673902,634.2928675673902,634.2928675673902,634.2928675673902,634.2928675673902,634.2928675673902,634.2928675673902,634.2928675673902,,j,2.0865110252052546,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
BOLYGÓ UTCA,stimuli/objects/066a.jpg,object,left,Hippopolis,0,stimuli/objects/066a.jpg,stimuli/objects/097b.jpg,stimuli/objects/066b.jpg,stimuli/objects/097a.jpg,stimuli/objects/066a.jpg,dist2,lure,dist1,target,0,147,147,61,,,,,636.4090691953897,637.4443270564079,637.4443270564079,637.4443270564079,637.4443270564079,637.4443270564079,637.4443270564079,637.4443270564079,637.4443270564079,637.4443270564079,637.4443270564079,,d,2.5829161014407873,dist2,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KESELYŰ UTCA,stimuli/scenes/103a.jpg,scene,right,Camponello,2,stimuli/objects/073a.jpg,stimuli/scenes/104b.jpg,stimuli/objects/073b.jpg,stimuli/scenes/104a.jpg,stimuli/objects/073a.jpg,dist2,lure,dist1,target,0,148,148,154,,,,,640.0525330230594,641.0934480912983,641.0934480912983,641.0934480912983,641.0934480912983,641.0934480912983,641.0934480912983,641.0934480912983,641.0934480912983,641.0934480912983,641.0934480912983,,f,2.3412554301321507,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
FÉSZEK UTCA,stimuli/objects/046a.jpg,object,left,Hippopolis,2,stimuli/scenes/056a.jpg,stimuli/scenes/056b.jpg,stimuli/scenes/012a.jpg,stimuli/scenes/056a.jpg,stimuli/scenes/012b.jpg,lure,dist1,target,dist2,0,149,149,62,,,,,643.4567763321102,644.4749425258487,644.4749425258487,644.4749425258487,644.4749425258487,644.4749425258487,644.4749425258487,644.4749425258487,644.4749425258487,644.4749425258487,644.4749425258487,647.9420277867466,f,4.159495208412409,dist1,None,644.4749425258487,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
RÁDIÓ UTCA,stimuli/objects/075a.jpg,object,left,Hippopolis,2,stimuli/scenes/067a.jpg,stimuli/scenes/067b.jpg,stimuli/objects/070b.jpg,stimuli/objects/070a.jpg,stimuli/scenes/067a.jpg,lure,dist2,dist1,target,0,150,150,49,,,,,648.6566293500364,649.6854064613581,649.6854064613581,649.6854064613581,649.6854064613581,649.6854064613581,649.6854064613581,649.6854064613581,649.6854064613581,649.6854064613581,649.6854064613581,,k,2.0376481898128986,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KOCSI UTCA,stimuli/objects/003a.jpg,object,left,Camponello,0,stimuli/objects/003a.jpg,stimuli/objects/020a.jpg,stimuli/objects/003b.jpg,stimuli/objects/020b.jpg,stimuli/objects/003a.jpg,dist1,lure,dist2,target,0,151,151,143,,,,,651.7397315017879,652.79676136747,652.79676136747,652.79676136747,652.79676136747,652.79676136747,652.79676136747,652.79676136747,652.79676136747,652.79676136747,652.79676136747,,f,3.2615155670791864,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
VIHAR UTCA,stimuli/scenes/065a.jpg,scene,right,Camponello,2,stimuli/objects/019a.jpg,stimuli/scenes/040a.jpg,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,stimuli/scenes/040b.jpg,dist1,target,lure,dist2,0,152,152,134,,,,,656.0896892677993,657.1307791210711,657.1307791210711,657.1307791210711,657.1307791210711,657.1307791210711,657.1307791210711,657.1307791210711,657.1307791210711,657.1307791210711,657.1307791210711,,j,2.335844850167632,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KÖTÉNY UTCA,stimuli/scenes/060a.jpg,scene,right,Camponello,2,stimuli/objects/007a.jpg,stimuli/objects/007a.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,stimuli/objects/007b.jpg,target,dist2,dist1,lure,0,153,153,108,,,,,659.4913490470499,660.5457300692797,660.5457300692797,660.5457300692797,660.5457300692797,660.5457300692797,660.5457300692797,660.5457300692797,660.5457300692797,660.5457300692797,660.5457300692797,,d,2.152733927592635,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
ORVOS UTCA,stimuli/objects/020a.jpg,object,left,Camponello,0,stimuli/objects/020a.jpg,stimuli/objects/020b.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,stimuli/objects/020a.jpg,lure,dist1,dist2,target,0,154,154,131,,,,,662.7230497412384,663.758654685691,663.758654685691,663.758654685691,663.758654685691,663.758654685691,663.758654685691,663.758654685691,663.758654685691,663.758654685691,663.758654685691,667.2235607244074,f,3.6119703203439713,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
PÉKSÉG UTCA,stimuli/objects/042a.jpg,object,left,Hippopolis,2,stimuli/scenes/030a.jpg,stimuli/objects/021b.jpg,stimuli/scenes/030a.jpg,stimuli/scenes/030b.jpg,stimuli/objects/021a.jpg,dist2,target,lure,dist1,0,155,155,44,,,,,667.3976723663509,668.4294273629785,668.4294273629785,668.4294273629785,668.4294273629785,668.4294273629785,668.4294273629785,668.4294273629785,668.4294273629785,668.4294273629785,668.4294273629785,,j,3.0531412847340107,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KERET UTCA,stimuli/objects/023a.jpg,object,left,Camponello,2,stimuli/scenes/108a.jpg,stimuli/scenes/108b.jpg,stimuli/scenes/094b.jpg,stimuli/scenes/094a.jpg,stimuli/scenes/108a.jpg,lure,dist2,dist1,target,0,156,156,118,,,,,671.5183779895306,672.5641599968076,672.5641599968076,672.5641599968076,672.5641599968076,672.5641599968076,672.5641599968076,672.5641599968076,672.5641599968076,672.5641599968076,672.5641599968076,,j,2.421804839745164,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
LÉPCSŐ UTCA,stimuli/objects/072a.jpg,object,left,Hippopolis,2,stimuli/scenes/016a.jpg,stimuli/scenes/016b.jpg,stimuli/objects/050b.jpg,stimuli/scenes/016a.jpg,stimuli/objects/050a.jpg,lure,dist2,target,dist1,0,157,157,74,,,,,675.0064555592835,676.0354699678719,676.0354699678719,676.0354699678719,676.0354699678719,676.0354699678719,676.0354699678719,676.0354699678719,676.0354699678719,676.0354699678719,676.0354699678719,679.5044402386993,f,3.7346654534339905,dist2,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
MOGYORÓ UTCA,stimuli/objects/105a.jpg,object,left,Hippopolis,1,stimuli/objects/113a.jpg,stimuli/objects/113a.jpg,stimuli/scenes/011a.jpg,stimuli/objects/113b.jpg,stimuli/scenes/011b.jpg,target,dist1,lure,dist2,0,158,158,60,,,,,679.789595156908,680.824836846441,680.824836846441,680.824836846441,680.824836846441,680.824836846441,680.824836846441,680.824836846441,680.824836846441,680.824836846441,680.824836846441,684.2813954744488,f,4.257942104712129,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KÖMÉNYMAG UTCA,stimuli/scenes/070a.jpg,scene,right,Hippopolis,1,stimuli/scenes/043a.jpg,stimuli/scenes/043a.jpg,stimuli/objects/068a.jpg,stimuli/scenes/043b.jpg,stimuli/objects/068b.jpg,target,dist1,lure,dist2,0,159,159,18,,,,,685.1074934508651,686.1523872241378,686.1523872241378,686.1523872241378,686.1523872241378,686.1523872241378,686.1523872241378,686.1523872241378,686.1523872241378,686.1523872241378,686.1523872241378,689.5925430618227,d,4.594403434544802,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,25,47,20,690.7726359795779,690.7726359795779,space,5.638020837679505,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.4274981897324,,,,,,
